vehicle,queue_ms,service_ms,sojourn_ms,probability,flagged
0,0.3965222254009859,49.37319500004378,49.769717225444765,0.0002156928094336763,False
1,35.307945876411395,58.40903600005731,93.71698187646871,4.629481736628804e-06,False
2,78.92157862715976,51.947703999985606,130.86928262714537,4.1484632674837485e-05,False
3,129.2526613156042,47.49282100010532,176.74548231570952,1.7604372715140926e-06,False
4,176.2938845674853,39.35737100005099,215.65125556753628,4.270573754183715e-06,False
5,206.65265034426739,47.26917700008926,253.92182734435664,0.013623494654893875,True
6,245.2344790051484,61.72999099999288,306.96447000514127,1.914941458380781e-05,False
7,287.5354302766482,51.27553900001658,338.81096927666476,6.800386472605169e-06,False
8,338.3957795444985,47.73303899992243,386.12881854442094,1.2748898370773531e-05,False
9,379.66818125346435,101.81240800011437,481.4805892535787,1.744491783028934e-05,False
10,481.13183033615314,42.750914999942324,523.8827453360955,6.300078530330211e-05,False
11,517.160467660915,36.88540699999976,554.0458746609147,5.720856734114932e-06,False
12,543.3096747053696,43.33448500005943,586.644159705429,6.464492344093742e-06,False
13,584.3086460515678,40.79845799992654,625.1071040514944,9.575050171406474e-06,False
14,617.4980046600922,38.07249800001955,655.5705026601117,8.824170436128043e-06,False
15,654.6951868235737,48.70203599989509,703.3972228234688,2.2216354409465566e-05,False
16,702.9426399024032,48.76873800003523,751.7113779024385,8.735184565011878e-06,False
17,749.8583428891834,48.927568999943105,798.7859118891265,3.6311480471340474e-06,False
18,793.2499664179886,40.66742700001669,833.9173934180053,9.177791071124375e-06,False
19,831.4210061073481,50.584784999955446,882.0057911073036,0.0002712523564696312,False
20,874.3015629208912,51.8411279999782,926.1426909208694,3.1012114050099626e-05,False
21,924.8499695943337,98.9447790000213,1023.794748594355,7.01985982232145e-06,False
22,1012.3976224435864,47.688419999985854,1060.0860424435723,2.9486013772839215e-06,False
23,1052.5201497985108,47.79789700000947,1100.3180467985203,4.735258869459358e-07,False
24,1096.336377836451,51.829635999865786,1148.1660138363168,1.4260772331908811e-05,False
25,1145.6717019218559,49.03572099988196,1194.7074229217378,2.851517820090521e-06,False
26,1191.9840308637504,47.43250399997123,1239.4165348637216,5.3347164794104174e-05,False
27,1239.035483694579,58.17312499993932,1297.2086086945183,7.292942882486386e-06,False
28,1296.1851751047107,47.087485000020024,1343.2726601047307,9.807265996641945e-06,False
29,1339.0667422822844,47.00431599985677,1386.0710582821412,2.0522891645669006e-05,False
30,1383.7439228061612,54.24916199990548,1437.9930848060667,2.849214433808811e-05,False
31,1430.2013419464856,41.9588519998797,1472.1601939463653,3.4279466945008608e-06,False
32,1467.8135865251534,58.68356299993138,1526.4971495250848,1.2329257515375502e-05,False
33,1525.1039313106958,99.02353100005712,1624.127462310753,5.6936582950584125e-06,False
34,1621.3132652089826,40.34804899993105,1661.6613142089136,0.9999128580093384,True
35,1657.7382326017869,38.78050399998756,1696.5187366017744,2.4957971618277952e-05,False
36,1694.4518900927505,48.243016000014904,1742.6949060927655,0.0003247103304602206,False
37,1740.7616699622395,40.89203999978963,1781.653709962029,5.4182979511097074e-05,False
38,1776.278424198381,40.32365799980653,1816.6020821981874,0.0015191350830718875,False
39,1814.8778291424605,41.088321000188444,1855.966150142649,4.105940752197057e-05,False
40,1847.7124389860364,38.828641000009156,1886.5410799860456,4.725392955151619e-06,False
41,1877.929500072014,38.17014800006291,1916.099648072077,0.00021866383031010628,False
42,1909.4097797722043,48.629167999934,1958.0389477721383,2.6346467620896874e-06,False
43,1957.66307259737,69.60759499997948,2027.2706675973495,3.157112132612383e-06,False
44,2020.3983597116348,60.85722600005283,2081.2555857116877,4.119506775168702e-05,False
45,2072.8753972875893,95.95728899989808,2168.8326862874874,0.00017940030375029892,False
46,2162.27333146594,55.53964199998518,2217.812973465925,2.3325294023379683e-05,False
47,2217.212122464389,62.924350999992384,2280.136473464381,2.0295523427193984e-05,False
48,2281.201784270479,49.00907399996868,2330.2108582704477,5.377981324272696e-06,False
49,2329.2667978498685,50.55237099986698,2379.8191688497354,0.0007319053402170539,False
50,2377.684178895379,43.829939000033846,2421.5141178954127,5.653635525959544e-06,False
51,2421.481937417866,48.772372999792424,2470.2543104176584,2.67517680185847e-06,False
52,2469.293291942222,69.71492200000284,2539.0082139422248,4.905993591819424e-06,False
53,2530.8951916638307,60.79525800009833,2591.690449663929,2.8316217139945365e-06,False
54,2566.8105789686706,61.53020900001138,2628.340787968682,1.838655589381233e-05,False
55,2624.920358891359,50.600003999988985,2675.5203628913478,5.9506032812350895e-06,False
56,2673.8448077564954,41.96306799985905,2715.8078757563544,2.1009025658713654e-05,False
57,2713.4118601693444,85.11339300002874,2798.525253169373,4.403119419293944e-06,False
58,2796.3588502761922,44.34727399984695,2840.706124276039,0.00014601717703044415,False
59,2839.98728425604,49.33998799992878,2889.3272722559686,2.0852576199104078e-05,False
60,2882.637137162874,43.04039099997681,2925.6775281628506,1.2121651707275305e-05,False
61,2917.1666688287132,41.83277099991756,2958.999439828631,1.1031754638679558e-06,False
62,2949.661123762098,48.66209900001195,2998.32322276211,1.134246303990949e-05,False
63,2965.221416288614,40.698374999919906,3005.919791288534,8.245468779932708e-05,False
64,2992.8318268212024,72.77231099988057,3065.604137821083,3.637956251623109e-05,False
65,3055.46668831812,46.30349999979444,3101.7701883179143,1.703221187199233e-06,False
66,3095.359676555745,56.176416999960566,3151.5360935557055,1.1950672160310205e-05,False
67,3147.919815312207,70.87698000009368,3218.7967953123007,3.7724846606579376e-06,False
68,3218.667269585467,50.618107999980566,3269.2853775854473,2.1516461856663227e-05,False
69,3263.4016821680234,95.4573269998491,3358.8590091678725,2.7483483791002072e-05,False
70,3355.0837708712606,52.967521999789824,3408.0512928710505,1.9840276763716247e-06,False
71,3398.713390276498,47.93679499994141,3446.6501852764395,1.4824103118371568e-06,False
72,3434.067346394386,47.92195300001367,3481.9892993943995,0.9985289573669434,True
73,3479.9928803024613,49.32945600012317,3529.3223363025845,3.6236113373888656e-05,False
74,3529.0996432950124,42.89563700012877,3571.995280295141,3.3347430417052237e-06,False
75,3566.2946443255805,38.46411399990757,3604.758758325488,1.0575456599326571e-06,False
76,3588.956027076847,51.39007100001436,3640.3460980768614,1.9670544133987278e-05,False
77,3635.2950005980347,42.752263000011226,3678.047263598046,1.8566492144600488e-05,False
78,3664.8218075613386,60.025123000059466,3724.846930561398,6.629446488659596e-06,False
79,3720.2357804030726,47.498257999905036,3767.7340384029776,1.1963010365434457e-05,False
80,3759.607179605382,56.705988999965484,3816.3131686053475,0.0004526986740529537,False
81,3814.6099598884575,91.39234700000998,3906.0023068884675,9.706115088192746e-05,False
82,3905.253546070753,48.94954799988227,3954.2030940706354,2.138398849638179e-05,False
83,3953.4097828661743,50.791751999895496,4004.20153486607,8.400739716307726e-06,False
84,4003.54802937818,42.53235700002733,4046.0803863782075,0.0009405082673765719,False
85,4045.873015385041,47.1863969999049,4093.059412384946,1.0072779332404025e-05,False
86,4082.448645938257,55.910089000008156,4138.358734938265,0.00017905903223436326,False
87,4135.650460195848,52.32359899991934,4187.974059195767,6.783461685699876e-06,False
88,4185.65331980426,49.473330999944665,4235.1266508042045,1.8907853700511623e-06,False
89,4229.396630963038,48.05668000017249,4277.45331096321,8.059430001594592e-06,False
90,4276.378658366411,50.50164599992968,4326.880304366341,2.1091613234602846e-05,False
91,4315.045474604858,49.51975099993433,4364.565225604792,2.987871539517073e-06,False
92,4356.591756358284,49.457308999990346,4406.049065358275,2.5074010409298353e-05,False
93,4404.10387963334,86.64856299992607,4490.752442633266,3.200442006345838e-05,False
94,4489.632835793373,43.093706000036036,4532.726541793409,7.041254775685957e-06,False
95,4529.492446235508,57.886772000074416,4587.379218235583,2.0653769752243534e-06,False
96,4585.561090299279,36.37180800001261,4621.932898299292,9.211494034389034e-05,False
97,4621.541626431053,45.537942000009934,4667.079568431063,9.410220627614763e-06,False
98,4664.039336690848,45.08756099994571,4709.126897690794,1.6548585790587822e-06,False
99,4695.142202661373,44.55856599997787,4739.700768661351,2.0791652787011117e-05,False
100,4733.486167552883,46.20024700011527,4779.686414552998,1.8505383195588365e-05,False
101,4760.539259392772,42.2304430001077,4802.7697023928795,0.00017462772666476667,False
102,4790.0900903607635,52.567285000122865,4842.657375360886,6.28113866696367e-06,False
103,4835.756131742983,48.732410999946296,4884.488542742929,9.476404375163838e-05,False
104,4873.013577273468,45.70897200005675,4918.722549273525,2.18842615140602e-06,False
105,4914.260704501203,90.28295899997829,5004.543663501181,4.076056575286202e-05,False
106,4997.9624666514155,49.070474999780345,5047.032941651196,3.7358197459980147e-06,False
107,5044.739486612798,46.07997199991587,5090.819458612714,1.157285714725731e-05,False
108,5089.5415782893,60.4936010001893,5150.035179289489,5.118936314829625e-07,False
109,5136.75278263986,58.259154000097624,5195.011936639958,8.363379606635135e-07,False
110,5194.225272127596,37.23487000002024,5231.460142127617,6.54969380775583e-06,False
111,5230.373092408854,48.27359799992337,5278.646690408777,0.0033441572450101376,True
112,5276.796434548942,47.1185260000766,5323.914960549018,7.996582098712679e-06,False
113,5317.975054422959,41.34081300003345,5359.315867422993,1.5730840459582396e-05,False
114,5356.811694197631,58.25900600007117,5415.0707001977025,2.846824463631492e-05,False
115,5410.886555851903,48.821828999962236,5459.708384851865,5.992152182443533e-06,False
116,5446.808110721122,42.509830999961196,5489.317941721083,3.870389718940714e-06,False
117,5479.755587246018,82.38825900002666,5562.143846246045,2.0250236048013903e-06,False
118,5554.92053655621,78.15139599983922,5633.071932556049,2.9505845304811373e-06,False
119,5632.104498490662,48.73367200002576,5680.838170490688,1.127565155911725e-06,False
120,5673.4934186365535,55.02991299999849,5728.523331636552,5.472463817568496e-05,False
121,5729.493921063977,42.87223799997264,5772.366159063949,6.0908978412044235e-06,False
122,5771.686298583518,48.77074999990327,5820.457048583421,4.432289642863907e-05,False
123,5818.038734845459,41.899810000131765,5859.9385448455905,1.002687986328965e-05,False
124,5859.58401386938,39.61876899984418,5899.202782869224,4.161422566539841e-06,False
125,5893.572029681081,40.053073000080985,5933.625102681162,6.795844092266634e-05,False
126,5927.650933921768,49.16952499979743,5976.820458921566,3.5508676319295773e-06,False
127,5975.070960238554,54.48130900003889,6029.552269238593,1.3761977243120782e-05,False
128,6029.387404382078,47.99498500005939,6077.382389382137,3.198916238034144e-05,False
129,6060.417692088549,83.95991099996536,6144.377603088515,4.3561754864640534e-05,False
130,6139.419698341499,48.502547999987655,6187.922246341486,2.7132440663990565e-05,False
131,6178.707267405116,57.92081800018423,6236.6280854053,1.751204217725899e-05,False
132,6234.535326366995,49.375843999996505,6283.911170366991,2.7425132884673076e-06,False
133,6273.514369971281,50.240862000009656,6323.75523197129,4.134462506044656e-05,False
134,6313.585126661337,57.317933999911475,6370.903060661249,2.3054524262988707e-06,False
135,6370.420892540324,47.01168800011146,6417.432580540435,4.219407401251374e-06,False
136,6383.618626090083,53.73880999991343,6437.357436089997,5.086074452265166e-06,False
137,6433.244212976888,56.83541600001263,6490.0796289769005,6.625552941841306e-06,False
138,6481.4364878316155,58.592530999931114,6540.029018831547,1.6691899872967042e-05,False
139,6538.59830438364,55.54665699992256,6594.144961383563,1.4664687114418484e-05,False
140,6588.140507968774,42.338017000020045,6630.478524968794,1.3096772818244062e-05,False
141,6628.780126289712,82.30960999981107,6711.089736289523,4.953452844347339e-06,False
142,6701.127422430545,58.814335000079154,6759.941757430624,1.547407350699359e-06,False
143,6757.183426230085,43.54842199995801,6800.731848230043,5.0082157940778416e-06,False
144,6795.952239807548,46.88991199986958,6842.842151807417,8.070023613981903e-05,False
145,6839.62900472352,43.55401300017547,6883.183017723695,8.603548849350773e-06,False
146,6878.561749903611,47.50124600013805,6926.062995903749,9.18614477996016e-06,False
147,6923.228775041025,72.20965000010438,6995.438425041129,7.015262326603988e-06,False
148,6991.7074569407305,49.64444600000206,7041.3519029407325,5.526115273823962e-06,False
149,7041.269957494023,47.619797999914226,7088.889755493938,2.189781071137986e-06,False
150,7079.053443366092,45.906865999995716,7124.960309366088,0.002039597136899829,False
151,7109.384307938626,63.248615000020436,7172.6329229386465,3.1116178433876485e-06,False
152,7172.519142859301,56.412211999941064,7228.931354859242,1.017974000205868e-06,False
153,7207.749609754956,89.95492700000796,7297.704536754964,4.95973097258684e-07,False
154,7296.758238154098,57.9155160000937,7354.673754154192,1.8391339153822628e-06,False
155,7337.403434598173,51.92828899998858,7389.331723598161,0.9988908171653748,True
156,7387.136875383703,41.06605100014349,7428.202926383847,0.999610960483551,True
157,7424.100579257811,49.66041500006213,7473.760994257873,5.818254976475146e-06,False
158,7458.625734934458,58.697172999927716,7517.3229079343855,3.5086188745481195e-06,False
159,7516.6447631036135,50.303103000032934,7566.947866103646,2.664317889866652e-06,False
160,7565.840035103065,43.441815000051065,7609.281850103116,1.6333360690623522e-05,False
161,7600.9746090189765,49.37189000020226,7650.346499019179,3.988468051829841e-06,False
162,7644.306334759676,42.8648140000405,7687.171148759717,8.112173964036629e-05,False
163,7685.467126511185,47.22352899989346,7732.690655511078,0.00042006353032775223,False
164,7730.047635178835,61.011452000002464,7791.059087178837,0.000377258489606902,False
165,7786.4769671118665,106.9727399999465,7893.449707111813,3.5938548990088748e-06,False
166,7881.683046976377,45.49370500012628,7927.1767519765035,2.025066123678698e-06,False
167,7925.019617474163,51.406693999979325,7976.4263114741425,2.09444374377199e-06,False
168,7971.754542135386,50.109859000031065,8021.864401135417,0.00016486913955304772,False
169,8019.753076507413,57.13124199996855,8076.884318507382,3.62336481884995e-06,False
170,8075.074020799093,54.76794600008361,8129.841966799177,5.173497993382625e-05,False
171,8116.631745083168,47.64574899991203,8164.2774940830805,2.8347822080831975e-05,False
172,8160.886956097102,51.38367599988669,8212.270632096988,1.8627004465088248e-05,False
173,8204.003034169318,67.34620099996391,8271.349235169282,3.4414156289130915e-06,False
174,8269.54472605803,46.86353700003565,8316.408263058065,3.904708137270063e-05,False
175,8315.460940720413,41.746117000002414,8357.207057720416,4.064737731823698e-05,False
176,8350.177243838061,42.03250300020045,8392.209746838262,2.8701750125037506e-05,False
177,8383.43996167464,81.31312099999377,8464.753082674633,6.338894309010357e-05,False
178,8458.904265394267,54.87160500001664,8513.775870394284,1.626293669687584e-05,False
179,8506.458504812827,46.69173599995702,8553.150240812784,2.6116689696209505e-05,False
180,8546.865749154222,46.58833200005574,8593.454081154277,3.472941671134322e-06,False
181,8586.71626246064,45.663310000009005,8632.37957246065,0.9997735619544983,True
182,8618.371396201155,57.046241000080045,8675.417637201235,0.9997733235359192,True
183,8657.863325640392,53.311425999936546,8711.174751640328,0.0002113768714480102,False
184,8707.13529226191,40.86962799988214,8748.004920261792,2.0996412786189467e-06,False
185,8747.522255402373,47.139591000131986,8794.661846402505,0.0003668172867037356,False
186,8785.967463995576,45.42559800006529,8831.39306199564,3.322043630760163e-05,False
187,8826.19582408256,58.61082499995973,8884.80664908252,5.277947366266744e-06,False
188,8869.6657629132,58.12363900008677,8927.789401913287,1.1130743587273173e-05,False
189,8921.36769225067,128.10673700005282,9049.474429250722,9.775964826985728e-06,False
190,9048.708519094816,61.56032600006256,9110.268845094879,1.8601724605105119e-06,False
191,9103.80549495244,57.329461000108495,9161.134955952548,5.3722294978797436e-05,False
192,9159.36923051845,51.81839300007596,9211.187623518526,4.785806595464237e-06,False
193,9210.566006647014,43.57635900009882,9254.142365647112,5.826072538184235e-06,False
194,9252.53227945882,46.169376000079865,9298.701655458899,1.1000732229149435e-05,False
195,9277.071794001358,44.667385999900944,9321.73918000126,2.487831807229668e-05,False
196,9319.331401628688,42.36869800001841,9361.700099628706,5.1897172852477524e-06,False
197,9360.164489673025,57.7112590001434,9417.875748673168,7.366196768998634e-06,False
198,9415.19635532427,46.08352400009608,9461.279879324366,4.153687314101262e-06,False
199,9448.446312481792,56.27766199995676,9504.723974481749,2.6002646791312145e-06,False
200,9498.00692437816,57.85683700014488,9555.863761378305,0.9999656677246094,True
201,9556.309856569442,91.43196499985606,9647.741821569298,2.656533752087853e-06,False
202,9648.154827676763,49.49430900001062,9697.649136676773,1.261903889826499e-06,False
203,9695.008537704553,55.257664000009754,9750.266201704562,3.0712603802385274e-06,False
204,9749.476197261856,45.575830999950995,9795.052028261807,5.24263086845167e-05,False
205,9782.335465249389,40.718329000128506,9823.053794249518,5.864558715984458e-06,False
206,9822.528594023197,48.44411899989609,9870.972713023093,9.320709978055675e-06,False
207,9866.787654834297,58.6462589999428,9925.43391383424,1.2672362572629936e-05,False
208,9919.36239916322,51.35833700001058,9970.72073616323,0.00015732101746834815,False
209,9952.891930451642,54.79475800007094,10007.686688451713,0.00012676446931436658,False
210,10006.00066797415,52.78762100010681,10058.788288974256,3.947350705857389e-06,False
211,10048.067675601033,56.34923100001288,10104.416906601045,0.00025427492801100016,False
212,10099.734753026041,48.20384499998909,10147.93859802603,3.75879171770066e-05,False
213,10137.23454576325,90.13654099999258,10227.371086763242,2.306261649209773e-06,False
214,10225.220945838373,56.68308600002092,10281.904031838394,1.762999318088987e-06,False
215,10279.910649654994,56.09632999994574,10336.00697965494,2.1445985112222843e-06,False
216,10334.53945024553,54.71694700008811,10389.256397245617,4.9351388042850886e-06,False
217,10382.823472108612,48.224769000171364,10431.048241108783,5.225275344855618e-06,False
218,10427.083180795535,54.521058000091216,10481.604238795626,2.3422537651640596e-06,False
219,10476.276074092539,61.31490699999631,10537.590981092535,1.8423361325403675e-05,False
220,10529.828688749376,46.9733240001915,10576.802012749567,6.040842436050298e-06,False
221,10569.673885768225,54.67084900010377,10624.344734768329,1.4921623915142845e-05,False
222,10617.9141444768,58.50478000002113,10676.41892447682,8.225806595874019e-07,False
223,10667.790772728495,53.92443899995669,10721.715211728451,2.4802793632261455e-06,False
224,10721.59354858195,59.62067599989496,10781.214224581845,5.008530933992006e-06,False
225,10771.899860495068,88.50776899998891,10860.407629495057,7.493321027141064e-05,False
226,10852.446054016127,55.70812700011629,10908.154181016243,1.720273644423287e-06,False
227,10905.499492371746,49.174241999935475,10954.673734371681,4.590157459460897e-06,False
228,10953.276070392121,49.11377500002345,11002.389845392145,1.8559092495706864e-05,False
229,10998.038284294125,52.53499000014017,11050.573274294266,0.9998372793197632,True
230,11038.010422880916,55.66892199999529,11093.679344880911,2.2709009499521926e-05,False
231,11091.772635483494,49.881421999998565,11141.654057483493,1.3495197208612808e-06,False
232,11132.790281745883,47.71998799992616,11180.51026974581,5.602223154710373e-06,False
233,11162.01705694175,54.37229299991486,11216.389349941664,0.003142709145322442,True
234,11213.988514749872,50.99523199987743,11264.98374674975,3.2300518796546385e-05,False
235,11239.966948745177,61.53688099993815,11301.503829745116,8.688994626027124e-07,False
236,11301.216669853147,56.14595499991992,11357.362624853067,2.9921809982624836e-05,False
237,11357.278171755524,94.2245029998503,11451.502674755375,5.5974383030843455e-06,False
238,11440.051242229856,58.06078799992065,11498.112030229777,0.00023458943178411573,False
239,11494.197546258874,57.75755700005902,11551.955103258933,9.66221068665618e-06,False
240,11548.266346125502,59.466252999982316,11607.732599125484,5.861858198841219e-07,False
241,11595.57901905373,54.65589799996451,11650.234917053695,3.5730387025978416e-05,False
242,11634.857525887355,55.38097399994513,11690.2384998873,4.470206931728171e-06,False
243,11685.205214871303,48.65455000003749,11733.85976487134,1.594043533259537e-05,False
244,11720.7895546901,55.838692999941486,11776.628247690041,5.9554535255301744e-05,False
245,11770.394427144765,58.35924200005138,11828.753669144817,5.155576218385249e-06,False
246,11825.71897462617,59.23749799990219,11884.956472626072,3.6360236208565766e-06,False
247,11883.526023397053,52.93003199994928,11936.456055397002,1.5299690858228132e-05,False
248,11930.004961609711,57.95598500003507,11987.960946609746,6.736092473147437e-06,False
249,11974.809951836505,108.47562399999333,12083.285575836499,1.3097122973704245e-05,False
250,12069.921517306057,49.895928000069034,12119.817445306126,4.8060314838949125e-06,False
251,12119.04034975987,48.788166000122146,12167.828515759993,0.0017491024918854237,False
252,12164.62699773706,54.214952999927846,12218.841950736987,2.301129597981344e-06,False
253,12215.798438294769,63.09152400012863,12278.889962294897,1.6235089788096957e-05,False
254,12268.3067936714,51.32997200007594,12319.636765671476,2.589035602795775e-06,False
255,12318.335748271693,50.02440800012664,12368.36015627182,3.516115384627483e-06,False
256,12368.084611741324,58.68737500009047,12426.771986741414,4.23259461967973e-06,False
257,12424.604282633254,57.94810500015046,12482.552387633405,4.805147000297438e-06,False
258,12482.201054356437,54.4077440001729,12536.60879835661,3.328455022710841e-06,False
259,12533.756278236979,50.131034000060026,12583.887312237039,2.6489557058084756e-05,False
260,12580.942598186084,51.80772199992134,12632.750320186005,1.8304292098036967e-05,False
261,12632.13139573486,93.3451989999412,12725.4765947348,3.8755602872697636e-05,False
262,12706.296479504545,45.61702399996648,12751.913503504511,2.1681244106730446e-05,False
263,12750.249417422765,50.30967099992267,12800.559088422688,4.167353893080872e-07,False
264,12793.184998505922,57.03878500003157,12850.223783505953,1.4847051943434053e-06,False
265,12849.06005492644,49.662166999951296,12898.722221926391,9.710706945043057e-05,False
266,12895.62739345024,48.66913099999692,12944.296524450237,6.876617248963157e-07,False
267,12943.829045239681,59.41443800020352,13003.243483239885,1.8685022951103747e-06,False
268,13002.587204921156,42.968963000021176,13045.556167921177,0.0002107318869093433,False
269,13045.569823697406,51.926606000051834,13097.496429697458,3.940484020859003e-05,False
270,13087.494764561598,50.843677000102616,13138.3384415617,1.1804158930317499e-05,False
271,13136.195662462114,45.28758300011759,13181.483245462232,4.9068776206695475e-06,False
272,13177.23845122282,58.51923299996997,13235.75768422279,1.8434272988088196e-06,False
273,13230.416869662122,89.01501500008635,13319.431884662208,4.000131866632728e-06,False
274,13318.410733224937,58.94256200008385,13377.35329522502,2.1623279735649703e-06,False
275,13359.124929668042,57.610476000036215,13416.735405668078,7.679525879211724e-06,False
276,13413.463076415383,61.34011599988298,13474.803192415266,8.988878107629716e-06,False
277,13474.442987231669,47.893353000063144,13522.336340231732,1.9785084077739157e-06,False
278,13521.745436660922,50.56537599989497,13572.310812660817,7.021868441370316e-06,False
279,13569.295197504971,47.68525999998019,13616.980457504951,7.001641279202886e-06,False
280,13616.271983868273,59.26854899985301,13675.540532868126,3.328191814944148e-05,False
281,13673.601167967718,57.80232300003263,13731.40349096775,3.732704863068648e-05,False
282,13726.847762641682,66.84928100003162,13793.697043641714,3.340322564326925e-06,False
283,13793.537176729615,55.16236500011473,13848.69954172973,0.002537867985665798,True
284,13846.55218451394,55.64759900016725,13902.199783514106,5.62626046303194e-05,False
285,13892.506665524934,92.97282499983339,13985.479490524767,9.569212124915794e-07,False
286,13985.13748583855,55.72340600019743,14040.860891838747,2.1169033061596565e-05,False
287,14034.899815500694,57.903377000002365,14092.803192500696,7.389944585156627e-06,False
288,14092.57618596348,57.976620000090406,14150.55280596357,5.933461579843424e-06,False
289,14133.93464809792,46.392749000006006,14180.327397097926,1.2761197467625607e-05,False
290,14178.830442827802,49.06591200006005,14227.896354827863,8.017283107619733e-06,False
291,14226.467880665496,57.201882000072146,14283.669762665568,2.383817445661407e-06,False
292,14276.950688752095,52.11171500013734,14329.062403752232,5.706726824428188e-06,False
293,14316.461590617564,48.743954999963535,14365.205545617528,0.0034141463693231344,True
294,14345.39826580908,51.71763499993176,14397.115900809013,2.344713175261859e-05,False
295,14389.90355410715,55.409561000033136,14445.313115107183,6.225558536243625e-06,False
296,14434.606813420714,60.2435850000802,14494.850398420795,2.2762756088923197e-06,False
297,14488.0917963103,85.93092399996749,14574.022720310268,4.365819404483773e-05,False
298,14572.90978568426,58.100740999861955,14631.010526684122,1.8847034880309366e-05,False
299,14623.834788871363,45.04834500016841,14668.883133871532,4.062822426931234e-06,False
